user_id,long,lat,time
1,72.97566807,19.18594383,2
2,72.97578944,19.18602806,2
3,72.97672208,19.18624514,2
4,72.97657698,19.1861966,2
5,72.97668528,19.18628524,2
6,72.97696684,19.18630502,2
7,72.97630952,19.18611939,2
8,72.97542445,19.1859071,2
9,72.97617754,19.1863545,2
10,72.97570941,19.18601248,2
11,72.9761332,19.18610368,2
12,72.97674273,19.18627657,2
13,72.9751042097,19.1858106564,2
